segment,dateApp,dateDepart,dateReturn,ZipCode,Country,tripCost,travelersCount,nightsCount
Premium,2023-08-23,2023-08-31,2023-09-01,61561,Mexico,89.89,1,1
Standard,2024-12-24,2025-01-01,2025-01-03,74732,US,173.30,2,2
Economy,2024-04-04,2024-04-17,2024-04-24,67681,US,595.90,3,7
Economy,2024-10-01,2024-10-13,2024-10-16,15509,US,291.77,2,3
Standard,2023-06-20,2023-07-02,2023-07-07,53857,US,569.99,2,5
Economy,2022-02-23,2022-03-10,2022-03-15,53143,US,461.89,1,5
Economy,2023-12-06,2023-12-13,2023-12-18,61789,Australia,481.40,1,5
Economy,2022-07-25,2022-08-13,2022-08-20,44914,Mexico,806.64,2,7
Standard,2024-01-04,2024-01-12,2024-01-16,79365,US,533.58,3,4
Economy,2023-08-08,2023-08-23,2023-08-30,00157,Brazil,848.50,2,7
Standard,2024-08-10,2024-08-26,2024-08-29,63192,France,357.92,1,3
Economy,2023-05-09,2023-05-24,2023-05-30,10986,US,665.74,1,6
Standard,2024-12-15,2024-12-28,2025-01-03,00942,US,646.33,1,6
Standard,2022-08-22,2022-09-09,2022-09-11,80200,US,166.55,2,2
Economy,2024-05-15,2024-06-01,2024-06-08,33263,,630.40,2,7
Standard,2023-12-07,2023-12-25,2023-12-27,13143,US,226.48,4,2
Economy,2023-06-08,2023-06-20,2023-06-25,00693,UK,561.45,4,5
Standard,2024-10-04,2024-10-18,2024-10-20,52513,US,152.83,4,2
Economy,2023-09-22,2023-10-09,2023-10-14,67915,US,624.26,2,5
Economy,2022-02-07,2022-02-22,2022-02-25,36167,France,354.05,1,3
Economy,2023-03-25,2023-04-07,2023-04-11,37289,US,416.61,1,4
Standard,2023-11-20,2023-12-05,2023-12-08,44560,Spain,340.43,1,3
Standard,2024-08-29,2024-09-23,2024-09-30,73815,US,885.26,4,7
Economy,2022-10-17,2022-10-29,2022-11-03,28885,US,592.78,1,5
Standard,2022-09-29,2022-10-11,2022-10-15,12190,US,312.56,1,4
Economy,2024-07-23,2024-08-04,2024-08-06,24925,US,212.81,2,2
Economy,2022-08-19,2022-09-05,2022-09-07,20446,France,264.02,2,2
Standard,2022-06-22,2022-07-01,2022-07-05,41342,US,556.92,1,4
Standard,2023-08-22,2023-09-03,2023-09-07,70879,US,203.09,1,4
Economy,2023-03-08,2023-03-28,2023-04-01,49732,US,313.47,2,4
Economy,2023-02-04,2023-02-19,2023-02-23,47962,US,390.06,2,4
Premium,2023-06-27,2023-07-10,2023-07-13,13090,US,207.01,2,3
Standard,2024-09-10,2024-09-25,2024-09-27,01276,US,219.83,1,2
Economy,2023-08-26,2023-09-09,2023-09-16,07869,US,490.38,2,7
Standard,2022-10-31,2022-11-17,2022-11-20,53970,US,263.03,1,3
Economy,2024-12-06,2024-12-21,2024-12-23,10277,US,154.13,2,2
Economy,2022-12-11,2022-12-27,2022-12-29,74925,US,259.06,2,2
Premium,2023-01-14,2023-01-30,2023-02-04,68280,,665.82,2,5
Premium,2023-06-20,2023-07-01,2023-07-07,10494,US,430.47,2,6
Premium,2023-06-08,2023-06-17,2023-06-21,81015,US,415.98,1,4
Standard,2024-03-29,2024-04-19,2024-04-22,22361,US,209.41,1,3
Economy,2024-04-14,2024-05-04,2024-05-08,91438,US,322.83,4,4
Premium,2023-12-21,2024-01-04,2024-01-09,29770,UK,474.85,1,5
Economy,2023-07-12,2023-07-25,2023-08-01,99021,US,590.44,4,7
Standard,2022-09-29,2022-10-12,2022-10-15,49592,US,370.15,1,3
Standard,2022-04-25,2022-05-10,2022-05-17,35235,US,651.89,1,7
Economy,2024-11-25,2024-12-05,2024-12-10,24613,US,406.54,2,5
Standard,2022-07-18,2022-07-28,2022-08-01,10515,Canada,303.65,1,4
Standard,2022-04-13,2022-04-27,2022-05-05,93674,US,801.94,1,8
Premium,2024-08-10,2024-08-23,2024-08-24,89318,,103.99,1,1
Economy,2024-07-17,2024-08-01,2024-08-05,87385,US,279.70,1,4
Economy,2022-06-09,2022-06-25,2022-06-27,90538,US,264.44,1,2
Standard,2023-12-29,2024-01-11,2024-01-13,99557,US,260.25,4,2
Standard,2022-03-23,2022-04-08,2022-04-11,25292,US,330.25,1,3
Standard,2023-05-01,2023-05-18,2023-05-19,64237,US,59.19,1,1
Economy,2022-08-15,2022-08-27,2022-08-30,38754,Germany,381.93,1,3
Premium,2023-10-23,2023-11-06,2023-11-10,47720,US,334.90,2,4
Standard,2022-10-05,2022-10-22,2022-10-26,42283,US,284.01,2,4
Economy,2023-02-04,2023-02-13,2023-02-14,14031,US,95.58,1,1
Economy,2022-05-28,2022-06-12,2022-06-17,09289,US,471.05,2,5
Premium,2024-10-16,2024-10-30,2024-11-02,92855,US,245.01,3,3
Economy,2024-02-01,2024-02-15,2024-02-17,86098,US,229.16,1,2
Standard,2024-02-19,2024-02-29,2024-03-04,60125,US,443.05,1,4
Standard,2023-07-03,2023-07-12,2023-07-16,41307,US,332.18,4,4
Economy,2024-02-23,2024-03-13,2024-03-16,97593,US,222.54,2,3
Economy,2024-07-03,2024-07-17,2024-07-20,90402,Germany,325.93,3,3
Premium,2023-12-11,2023-12-20,2023-12-22,33586,UK,296.86,1,2
Standard,2022-05-19,2022-06-01,2022-06-07,75527,Germany,624.61,2,6
Standard,2022-05-22,2022-06-07,2022-06-14,43829,US,596.06,4,7
Economy,2024-09-30,2024-10-13,2024-10-18,05397,US,716.13,1,5
Premium,2023-12-03,2023-12-15,2023-12-17,98676,US,206.22,5,2
Economy,2023-09-06,2023-09-17,2023-09-20,11151,US,384.79,1,3
Economy,2023-07-03,2023-07-19,2023-07-23,73553,US,464.53,2,4
Standard,2024-07-13,2024-07-24,2024-07-30,45653,US,657.75,1,6
Standard,2023-03-07,2023-03-23,2023-03-25,81681,US,190.06,3,2
Economy,2022-02-22,2022-03-13,2022-03-16,19356,Australia,322.04,4,3
Economy,2024-10-09,2024-10-15,2024-10-17,70517,US,180.50,1,2
Economy,2023-10-28,2023-11-14,2023-11-19,69048,US,437.18,3,5
Standard,2022-08-01,2022-08-13,2022-08-18,50940,US,325.26,1,5
Economy,2024-04-24,2024-05-03,2024-05-09,60029,US,398.68,1,6
Standard,2024-06-27,2024-07-05,2024-07-08,89694,US,309.73,1,3
Premium,2024-02-18,2024-02-29,2024-03-04,03862,Spain,255.49,3,4
Premium,2023-06-03,2023-06-13,2023-06-17,54700,US,254.04,2,4
Standard,2022-07-02,2022-07-29,2022-08-01,18102,US,310.99,3,3
Premium,2024-06-15,2024-06-29,2024-07-01,73051,US,226.31,1,2
Premium,2024-06-30,2024-07-11,2024-07-13,97728,Italy,143.82,1,2
Standard,2024-12-30,2025-01-17,2025-01-19,74323,US,322.00,1,2
Economy,2023-12-31,2024-01-11,2024-01-13,24114,Canada,264.39,2,2
Economy,2023-08-24,2023-09-03,2023-09-04,54138,US,136.10,1,1
Standard,2024-05-06,2024-05-17,2024-05-19,32346,US,135.70,3,2
Premium,2024-08-12,2024-08-27,2024-09-02,70275,US,677.38,2,6
Standard,2024-12-09,2024-12-27,2024-12-31,96360,US,719.41,1,4
Premium,2023-05-17,2023-06-04,2023-06-06,37475,US,243.60,2,2
Standard,2023-06-24,2023-07-09,2023-07-13,76735,Italy,452.75,1,4
Standard,2024-06-11,2024-06-21,2024-06-25,26467,Japan,303.90,2,4
Standard,2022-05-17,2022-05-29,2022-06-04,11181,US,593.11,2,6
Premium,2023-05-11,2023-05-29,2023-06-01,86445,Australia,267.38,2,3
Economy,2022-07-27,2022-08-06,2022-08-07,17245,,92.08,1,1
Economy,2024-09-16,2024-10-01,2024-10-03,78802,US,73.64,1,2
Standard,2022-10-17,2022-11-01,2022-11-05,04250,US,454.00,1,4
Economy,2024-10-28,2024-11-09,2024-11-10,80096,US,104.28,2,1
Premium,2024-06-09,2024-06-24,2024-06-27,99410,US,307.69,3,3
Standard,2023-11-09,2023-11-21,2023-11-26,91203,US,390.37,1,5
Standard,2022-03-21,2022-04-05,2022-04-09,55974,US,377.90,2,4
Standard,2023-01-21,2023-02-04,2023-02-07,82818,US,199.16,1,3
Economy,2024-09-19,2024-10-01,2024-10-03,54346,US,223.67,2,2
Economy,2023-02-18,2023-03-05,2023-03-08,42457,US,182.59,1,3
Standard,2022-06-14,2022-06-26,2022-06-30,62797,Mexico,432.38,4,4
Standard,2024-08-28,2024-09-13,2024-09-18,54257,Mexico,428.57,1,5
Economy,2022-03-18,2022-04-01,2022-04-06,46346,US,662.93,3,5
Economy,2022-07-07,2022-07-26,2022-07-29,24560,US,311.55,2,3
Economy,2024-12-02,2024-12-19,2024-12-22,39666,US,224.63,1,3
Economy,2023-01-02,2023-01-11,2023-01-17,63263,Brazil,690.59,1,6
Standard,2022-07-18,2022-07-30,2022-08-02,26894,US,473.68,5,3
Standard,2023-07-23,2023-08-09,2023-08-10,11413,US,141.10,2,1
Economy,2024-12-31,2025-01-09,2025-01-15,57817,US,625.05,1,6
Standard,2022-12-06,2022-12-16,2022-12-18,92321,UK,232.40,1,2
Premium,2023-12-12,2023-12-22,2023-12-31,50279,US,951.83,1,9
Standard,2023-07-02,2023-07-12,2023-07-17,40952,US,509.50,2,5
Economy,2022-08-18,2022-09-04,2022-09-06,91566,US,205.86,3,2
Economy,2023-07-21,2023-08-06,2023-08-10,80863,US,271.01,3,4
Economy,2023-04-13,2023-04-24,2023-04-27,62737,US,260.75,1,3
Standard,2022-07-26,2022-08-13,2022-08-15,42712,US,251.55,2,2
Economy,2022-04-14,2022-04-26,2022-05-01,27294,UK,502.92,1,5
Economy,2023-12-18,2024-01-05,2024-01-12,10209,US,802.91,2,7
Standard,2024-06-19,2024-07-04,2024-07-06,78172,US,181.81,2,2
Premium,2023-05-06,2023-05-20,2023-05-22,83379,UK,247.66,3,2
Premium,2024-07-26,2024-08-11,2024-08-14,89071,US,251.88,1,3
Economy,2023-03-13,2023-03-23,2023-03-26,47086,US,316.59,2,3
Economy,2022-12-16,2022-12-23,2022-12-28,22729,US,469.65,1,5
Economy,2022-08-15,2022-08-28,2022-08-30,63792,US,150.43,2,2
Economy,2024-09-08,2024-09-28,2024-10-03,50425,US,401.64,3,5
Standard,2022-08-11,2022-08-26,2022-08-30,04963,US,323.02,1,4
Premium,2024-06-19,2024-06-28,2024-07-03,60940,US,457.98,2,5
Standard,2023-09-25,2023-10-10,2023-10-15,70673,UK,144.13,2,5
Standard,2023-01-20,2023-01-28,2023-02-03,38616,US,431.70,1,6
Economy,2022-02-02,2022-02-25,2022-03-03,22161,US,586.58,1,6
Standard,2024-04-09,2024-04-21,2024-04-22,80713,US,106.99,1,1
Standard,2024-12-03,2024-12-13,2024-12-15,91851,US,214.30,1,2
Economy,2022-08-08,2022-08-22,2022-08-27,86594,US,609.31,1,5
Standard,2024-03-10,2024-03-21,2024-03-24,21967,US,193.14,1,3
Economy,2023-08-09,2023-08-23,2023-08-28,58827,US,487.82,1,5
Economy,2023-01-20,2023-02-03,2023-02-05,80017,Mexico,261.29,3,2
Standard,2024-12-01,2024-12-13,2024-12-15,77165,US,133.24,2,2
Economy,2023-09-22,2023-10-08,2023-10-11,53903,US,381.62,1,3
Premium,2022-06-05,2022-06-18,2022-06-21,28419,Spain,332.58,2,3
Standard,2024-03-05,2024-03-22,2024-03-27,14528,US,508.15,4,5
Premium,2022-11-01,2022-11-15,2022-11-20,42389,US,478.23,2,5
Economy,2024-08-18,2024-08-30,2024-09-02,23321,US,378.06,3,3
Economy,2023-08-11,2023-09-03,2023-09-05,57878,US,252.92,2,2
Premium,2022-06-08,2022-06-17,2022-06-20,83930,US,400.85,1,3
Standard,2022-02-17,2022-03-02,2022-03-05,52941,Canada,417.58,1,3
Standard,2024-08-12,2024-08-30,2024-08-31,74349,US,100.91,1,1
Economy,2022-03-18,2022-03-31,2022-04-03,50353,US,304.07,2,3
Premium,2022-12-24,2023-01-06,2023-01-11,24833,US,396.78,1,5
Standard,2022-08-14,2022-08-31,2022-09-04,58891,,317.00,3,4
Economy,2022-01-12,2022-01-24,2022-01-30,68566,US,567.57,2,6
Premium,2024-05-13,2024-05-28,2024-05-29,91920,US,83.97,1,1
Economy,2022-01-05,2022-01-21,2022-01-26,14965,US,383.88,3,5
Economy,2024-09-06,2024-09-17,2024-09-21,75493,US,549.69,5,4
Economy,2023-02-04,2023-02-12,2023-02-18,31934,Mexico,574.77,1,6
Economy,2022-02-25,2022-03-06,2022-03-11,11683,US,643.72,1,5
Economy,2023-12-26,2024-01-07,2024-01-14,35513,US,719.82,1,7
Standard,2023-06-06,2023-06-30,2023-07-01,45593,US,38.75,2,1
Standard,2023-11-22,2023-12-03,2023-12-11,82111,US,800.35,1,8
Standard,2022-12-08,2022-12-19,2022-12-24,84523,US,423.15,1,5
Standard,2022-09-03,2022-09-14,2022-09-16,03809,US,204.99,1,2
Economy,2022-06-07,2022-06-28,2022-07-03,42746,US,559.46,2,5
Economy,2022-10-06,2022-10-19,2022-10-24,79879,US,678.23,1,5
Standard,2023-05-24,2023-06-03,2023-06-08,17891,US,519.29,1,5
Economy,2023-08-01,2023-08-14,2023-08-16,80154,Brazil,224.92,2,2
Economy,2023-12-10,2023-12-25,2023-12-28,01901,US,333.94,1,3
Standard,2024-07-14,2024-07-25,2024-07-30,75196,Brazil,433.51,1,5
Standard,2023-06-27,2023-07-05,2023-07-11,12844,US,465.86,2,6
Economy,2022-10-10,2022-10-25,2022-10-31,84887,,667.61,1,6
Economy,2022-01-08,2022-01-24,2022-01-28,92161,US,163.19,1,4
Economy,2024-08-23,2024-09-05,2024-09-10,43634,US,328.29,3,5
Standard,2022-12-18,2023-01-04,2023-01-09,07184,US,550.52,1,5
Standard,2023-05-13,2023-05-27,2023-05-30,26832,US,409.84,2,3
Standard,2023-02-21,2023-03-07,2023-03-13,42003,US,761.17,2,6
Economy,2022-11-23,2022-12-09,2022-12-10,16083,US,71.80,1,1
Premium,2023-10-02,2023-10-21,2023-10-25,24687,Japan,328.75,3,4
Economy,2023-07-29,2023-08-07,2023-08-10,91367,US,197.83,1,3
Economy,2022-07-16,2022-07-27,2022-07-28,96693,US,76.13,1,1
Standard,2022-12-23,2022-12-31,2023-01-03,44930,US,141.67,1,3
Premium,2024-08-19,2024-09-02,2024-09-06,34079,US,275.05,1,4
Premium,2023-04-26,2023-05-08,2023-05-10,21075,US,216.88,2,2
Economy,2022-12-10,2022-12-26,2022-12-28,24182,US,242.18,1,2
Premium,2024-06-14,2024-06-30,2024-07-02,15923,Mexico,211.16,1,2
Premium,2023-06-09,2023-06-23,2023-06-27,92464,US,563.73,1,4
Economy,2023-08-17,2023-08-25,2023-08-30,79711,US,505.52,1,5
Standard,2023-12-18,2023-12-29,2024-01-01,67081,US,220.92,1,3
Economy,2023-08-18,2023-09-02,2023-09-03,56051,US,93.51,2,1
Standard,2023-04-28,2023-05-10,2023-05-12,95420,,52.90,1,2
Premium,2023-06-25,2023-07-10,2023-07-12,08665,Italy,253.77,5,2
Standard,2023-12-22,2024-01-04,2024-01-09,26117,US,563.28,3,5
Economy,2023-05-10,2023-05-25,2023-06-01,60745,US,873.59,2,7
Economy,2024-08-27,2024-09-06,2024-09-11,90156,US,631.56,1,5
Economy,2022-01-27,2022-02-14,2022-02-17,89903,US,378.12,1,3
Economy,2024-06-09,2024-06-19,2024-06-23,17759,US,418.08,3,4
Economy,2022-03-14,2022-03-27,2022-03-30,82317,US,322.24,1,3
Standard,2022-05-19,2022-06-05,2022-06-13,12561,US,732.74,2,8
Economy,2023-03-25,2023-04-04,2023-04-07,21368,US,241.75,4,3
Standard,2022-07-19,2022-07-30,2022-08-08,99130,UK,1034.52,2,9
Premium,2023-06-22,2023-07-04,2023-07-06,44832,US,146.75,1,2
Economy,2022-12-29,2023-01-15,2023-01-17,55680,US,183.74,5,2
Standard,2024-08-23,2024-09-01,2024-09-03,15587,Brazil,160.35,1,2
Economy,2022-02-27,2022-03-11,2022-03-13,03835,US,146.60,2,2
Standard,2024-10-29,2024-11-22,2024-11-25,31696,US,240.42,2,3
Standard,2022-04-03,2022-04-22,2022-04-26,95072,US,459.85,1,4
Economy,2022-09-08,2022-09-22,2022-09-25,23704,Germany,289.75,4,3
Economy,2023-06-08,2023-06-26,2023-06-30,10780,US,305.35,2,4
Economy,2022-06-16,2022-06-28,2022-07-01,38088,,301.87,2,3
Standard,2023-06-23,2023-07-13,2023-07-20,51952,US,681.11,2,7
Economy,2024-04-16,2024-04-25,2024-04-28,22114,US,308.90,4,3
Economy,2024-07-04,2024-07-16,2024-07-21,79058,Spain,544.11,1,5
Economy,2023-07-26,2023-08-05,2023-08-08,08942,US,195.53,2,3
Standard,2022-02-01,2022-02-11,2022-02-14,64512,France,209.39,1,3
Premium,2022-08-22,2022-09-07,2022-09-10,04141,,211.38,1,3
Standard,2024-12-21,2024-12-31,2025-01-08,92544,US,921.61,2,8
Economy,2023-07-04,2023-07-16,2023-07-22,70699,US,620.98,2,6
Economy,2023-08-03,2023-08-23,2023-08-26,42006,US,402.16,5,3
Standard,2023-12-25,2024-01-04,2024-01-11,49882,US,655.88,2,7
Premium,2023-03-11,2023-03-24,2023-03-29,39965,US,399.92,1,5
Standard,2022-07-29,2022-08-12,2022-08-17,02674,US,365.69,1,5
Economy,2023-12-20,2024-01-02,2024-01-07,47622,,287.33,2,5
Economy,2022-08-21,2022-09-06,2022-09-08,38970,,198.52,1,2
Economy,2023-06-10,2023-06-21,2023-06-23,62294,US,237.52,3,2
Standard,2023-03-19,2023-03-28,2023-04-01,54304,US,450.82,1,4
Premium,2024-02-15,2024-02-29,2024-03-06,61249,US,508.06,2,6
Standard,2024-03-03,2024-03-21,2024-03-30,26299,US,827.71,1,9
Economy,2022-07-15,2022-07-25,2022-07-28,54059,US,240.95,1,3
Economy,2022-12-17,2022-12-27,2022-12-30,40703,US,428.30,1,3
Standard,2023-11-24,2023-12-07,2023-12-08,23066,US,112.65,2,1
Economy,2022-02-20,2022-03-09,2022-03-10,08333,Brazil,114.61,1,1
Economy,2023-06-13,2023-06-26,2023-06-28,15812,US,195.56,2,2
Economy,2024-09-30,2024-10-25,2024-10-28,41079,US,259.26,1,3
Premium,2023-12-17,2023-12-30,2024-01-02,33332,Australia,328.69,1,3
Economy,2022-03-18,2022-04-01,2022-04-03,36403,Japan,224.43,1,2
Standard,2024-10-09,2024-10-16,2024-10-21,31414,US,344.24,2,5
Standard,2023-05-14,2023-05-30,2023-06-08,57986,US,444.26,1,9
Standard,2022-11-10,2022-11-19,2022-11-22,84466,US,428.75,3,3
Standard,2022-02-03,2022-02-23,2022-02-27,13159,Germany,258.43,3,4
Economy,2024-06-09,2024-06-23,2024-06-28,84094,US,489.47,1,5
Economy,2023-07-15,2023-07-26,2023-07-30,85089,US,290.43,2,4
Standard,2024-11-08,2024-11-24,2024-11-27,36935,US,294.58,3,3
Economy,2023-06-22,2023-07-02,2023-07-14,73207,US,967.85,4,12
Economy,2024-02-09,2024-03-02,2024-03-04,11673,,224.73,1,2
Premium,2022-07-29,2022-08-13,2022-08-17,64769,US,488.34,3,4
Premium,2024-06-25,2024-07-06,2024-07-12,37089,US,520.83,2,6
Economy,2022-08-19,2022-08-29,2022-08-30,32547,US,100.48,1,1
Standard,2024-05-25,2024-06-08,2024-06-10,96482,US,173.30,2,2
Standard,2022-04-15,2022-04-30,2022-05-03,93004,US,192.96,3,3
Standard,2022-03-03,2022-03-14,2022-03-17,34116,US,164.45,2,3
Economy,2023-08-23,2023-09-04,2023-09-06,41060,US,295.15,1,2
Standard,2022-06-18,2022-07-08,2022-07-14,34571,US,536.93,2,6
Standard,2023-07-10,2023-07-20,2023-07-24,83447,UK,600.33,4,4
Premium,2022-03-18,2022-03-28,2022-03-29,05346,US,92.69,4,1
Economy,2022-06-08,2022-06-25,2022-06-28,98295,US,222.73,3,3
Economy,2022-11-25,2022-12-16,2022-12-21,65288,US,339.59,1,5
Standard,2024-12-30,2025-01-06,2025-01-11,42406,US,473.54,4,5
Premium,2022-04-24,2022-05-13,2022-05-17,59388,US,391.04,2,4
Economy,2024-07-04,2024-07-21,2024-07-25,42358,UK,393.98,2,4
Economy,2024-07-16,2024-07-31,2024-08-02,27292,US,205.35,1,2
Economy,2024-08-17,2024-08-29,2024-09-03,40645,Brazil,714.17,1,5
Economy,2024-01-10,2024-01-23,2024-01-26,11825,US,229.99,2,3
Economy,2024-09-21,2024-10-06,2024-10-10,29390,US,433.31,1,4
Standard,2024-06-13,2024-07-06,2024-07-11,16749,US,450.24,1,5
Premium,2022-12-28,2023-01-08,2023-01-12,66932,US,408.06,1,4
Economy,2022-05-20,2022-06-05,2022-06-08,23534,France,377.29,2,3
Standard,2024-11-09,2024-11-17,2024-11-23,58975,US,687.23,2,6
Premium,2022-11-08,2022-12-05,2022-12-07,70041,US,198.73,1,2
Standard,2023-06-09,2023-06-15,2023-06-19,95146,US,263.90,2,4
Economy,2024-02-02,2024-02-18,2024-02-21,24670,Australia,308.86,1,3
Standard,2022-08-29,2022-09-14,2022-09-18,39441,US,411.83,1,4
Economy,2022-07-12,2022-07-25,2022-08-03,31801,US,655.95,1,9
Standard,2023-12-01,2023-12-18,2023-12-26,38112,US,877.69,2,8
Economy,2023-06-05,2023-06-19,2023-06-30,75550,US,1234.57,1,11
Premium,2022-03-24,2022-04-14,2022-04-18,91424,US,346.31,1,4
Premium,2022-07-19,2022-08-05,2022-08-09,93742,US,270.48,3,4
Standard,2022-06-29,2022-07-11,2022-07-16,21237,US,400.57,2,5
Economy,2022-12-07,2022-12-24,2022-12-26,39800,US,181.84,5,2
Standard,2023-11-21,2023-12-02,2023-12-04,44267,US,185.78,3,2
Premium,2024-02-06,2024-02-16,2024-02-19,19815,Canada,285.76,1,3
Standard,2024-12-11,2024-12-26,2024-12-27,99059,US,106.10,4,1
Economy,2022-06-04,2022-06-19,2022-06-24,66308,US,561.93,1,5
Standard,2024-12-13,2024-12-23,2024-12-25,62084,US,184.49,1,2
Standard,2023-09-08,2023-09-17,2023-09-23,29908,US,556.21,1,6
Economy,2023-06-22,2023-07-14,2023-07-19,94060,UK,438.30,2,5
Economy,2024-07-28,2024-08-13,2024-08-18,89243,US,419.17,1,5
Premium,2024-12-09,2024-12-26,2024-12-29,19249,US,223.19,2,3
Standard,2023-07-18,2023-07-29,2023-08-05,25859,Japan,581.40,1,7
Standard,2022-05-05,2022-05-19,2022-05-25,28014,US,303.26,1,6
Economy,2023-11-09,2023-11-23,2023-11-25,95225,US,219.34,2,2
Economy,2023-09-01,2023-09-18,2023-09-21,16351,US,203.78,2,3
Standard,2023-12-10,2023-12-21,2023-12-26,39216,US,670.93,1,5
Economy,2024-08-15,2024-09-01,2024-09-07,76332,US,515.10,1,6
Economy,2024-08-15,2024-08-29,2024-09-02,10233,US,488.01,1,4
Economy,2023-09-28,2023-10-13,2023-10-16,57682,US,343.21,1,3
Standard,2022-07-23,2022-08-06,2022-08-10,04273,US,277.69,1,4
Economy,2024-01-07,2024-01-20,2024-01-24,49081,US,389.84,1,4
Economy,2023-08-12,2023-08-30,2023-09-04,64067,US,706.36,3,5
Economy,2023-11-02,2023-11-16,2023-11-20,79391,US,270.70,3,4
Standard,2022-07-01,2022-07-17,2022-07-22,50755,US,492.50,2,5
Standard,2023-06-02,2023-06-16,2023-06-25,92695,US,803.61,3,9
Standard,2024-02-19,2024-03-08,2024-03-13,74743,US,767.96,2,5
Premium,2024-07-23,2024-08-06,2024-08-11,26975,US,658.82,1,5
Premium,2024-06-08,2024-06-29,2024-07-06,57280,US,656.69,1,7
Standard,2022-01-23,2022-02-06,2022-02-08,23942,US,208.78,1,2
Economy,2022-05-16,2022-05-28,2022-05-30,41948,US,194.65,1,2
Economy,2024-01-01,2024-01-12,2024-01-16,72498,US,420.89,1,4
Economy,2023-08-16,2023-08-29,2023-09-01,83335,US,314.03,1,3
Premium,2024-08-21,2024-08-31,2024-09-02,72764,US,158.42,4,2
Standard,2022-12-14,2022-12-29,2023-01-01,96886,US,232.91,1,3
Premium,2022-04-16,2022-04-25,2022-05-02,27636,US,528.59,3,7
Economy,2023-03-09,2023-03-20,2023-03-24,02080,Mexico,490.91,2,4
Standard,2022-06-20,2022-07-13,2022-07-15,51483,US,195.13,1,2
Economy,2024-08-18,2024-09-03,2024-09-04,78815,US,82.34,3,1
Premium,2022-08-01,2022-08-19,2022-08-20,29035,US,67.10,1,1
Economy,2024-07-28,2024-08-13,2024-08-15,47579,US,135.82,5,2
Standard,2023-08-18,2023-09-04,2023-09-05,36352,US,67.82,1,1
Economy,2023-08-21,2023-09-05,2023-09-09,34029,Italy,366.27,1,4
Economy,2024-11-18,2024-12-09,2024-12-12,88832,US,289.03,4,3
Premium,2022-10-31,2022-11-15,2022-11-20,36429,Mexico,364.08,1,5
Standard,2023-10-09,2023-10-21,2023-10-24,29573,,396.74,5,3
Economy,2023-07-01,2023-07-10,2023-07-12,77664,UK,184.15,3,2
Economy,2023-07-26,2023-08-21,2023-08-28,78638,US,643.84,1,7
Standard,2024-08-02,2024-08-17,2024-08-19,16716,US,242.40,1,2
Economy,2024-09-14,2024-09-22,2024-09-26,49998,US,418.03,1,4
Economy,2024-02-03,2024-02-16,2024-02-23,13274,US,512.82,2,7
Standard,2023-02-13,2023-02-24,2023-03-01,75132,US,540.30,1,5
Economy,2023-09-12,2023-09-24,2023-09-29,67256,,524.34,2,5
Economy,2024-07-28,2024-08-09,2024-08-15,48343,,634.28,1,6
Economy,2023-09-20,2023-10-06,2023-10-09,83958,Brazil,276.60,5,3
Standard,2024-08-20,2024-09-01,2024-09-06,75813,US,484.71,1,5
Premium,2023-02-24,2023-03-08,2023-03-10,90861,US,249.52,2,2
Economy,2024-02-16,2024-02-27,2024-03-04,47555,US,506.43,5,6
Premium,2023-03-31,2023-04-15,2023-04-19,37237,US,480.61,1,4
Economy,2024-12-19,2025-01-05,2025-01-09,13263,US,350.75,3,4
Standard,2024-05-14,2024-05-27,2024-05-29,69065,,187.43,2,2
Economy,2022-04-07,2022-04-17,2022-04-24,78584,US,822.01,1,7
Economy,2024-02-25,2024-03-18,2024-03-23,36709,Australia,480.57,2,5
Economy,2024-11-05,2024-12-02,2024-12-04,08503,US,227.27,2,2
Standard,2023-05-15,2023-06-05,2023-06-08,64853,US,351.09,1,3
Premium,2023-12-11,2023-12-27,2024-01-01,30721,US,678.05,1,5
Economy,2022-12-27,2023-01-17,2023-01-21,60981,US,493.67,2,4
Economy,2023-02-24,2023-03-09,2023-03-12,57892,US,340.97,1,3
Premium,2024-03-21,2024-04-03,2024-04-11,09351,US,582.45,1,8
Standard,2023-11-01,2023-11-13,2023-11-16,24987,US,196.64,3,3
Standard,2024-08-18,2024-08-31,2024-09-05,52101,US,352.44,1,5
Economy,2024-07-03,2024-07-14,2024-07-19,44650,France,526.23,3,5
Economy,2023-01-18,2023-01-29,2023-02-03,16822,US,348.00,2,5
